TenDiaDanh,DiaChi,NoiDung,ImageURL
Chùa Long Đọi Sơn,"Chùa Long Đọi Sơn tọa lạc trên đỉnh núi Long Đọi, thuộc địa phận xã Ðọi Sơn, huyện Duy Tiên, tỉnh Hà Nam, cách thị trấn Đồng Văn 15km (qua thị trấn Hoà Mạc), cách quốc lộ 1A chừng 6km.","Đặc điểm: Chùa Long Đọi Sơn có tên chữ là Sùng Thiên Diên Linh. Chùa được tạo dựng thời nhà Lý (khoảng năm 1121), hiện còn giữ được nhiều di vật quý.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/23Chualongdoi01-1.jpg
Làng gốm Thanh Hà,"Làng gốm Thanh Hà thuộc phường Thanh Hà, thành phố Hội An, tỉnh Quảng Nam.","Ðặc điểm: Các sản phẩm của gốm Thanh Hà mang nhiều hình dáng, màu sắc, độ bền rất riêng biệt.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangNam/GomThanhHa/ThanhHaPottery2.jpg
Di sản văn hóa Mỹ Sơn,"Mỹ Sơn thuộc xã Duy Phú, huyện Duy Xuyên, tỉnh Quảng Nam cách thành phố Ðà Nẵng khoảng 70km về phía tây nam, cách Trà Kiệu khoảng 10km về phía tây trong một thung lũng kín đáo.",Ðặc điểm: Mỹ Sơn là thánh địa Ấn Độ giáo của vương quốc Chămpa. Những đền thờ chính ở Mỹ Sơn thờ một bộ Linga hoặc hình tượng của thần Siva - Ðấng bảo hộ của các dòng vua Chămpa.,https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangNam/MySon/MySonSanctuary.jpg
Thành phố Hội An,N/A,"Thành phố Hội An nằm ở vùng hạ lưu ngã 3 sông Thu Bồn thuộc vùng đồng bằng ven biển tỉnh Quảng Nam, cách thành phố Đà Nẵng về phía nam khoảng 30km. Nhiệt độ trung bình năm 25ºC; độ ẩm không khí trung bình năm là 82%, lượng mưa trung bình năm là 2.066mm. Cư dân chủ yếu là người Việt (kinh) và người Hoa. Tháng 12 năm 1999, UNESCO đã công nhận khu phố cổ Hội An là di sản văn hoá thế giới.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/HoiAnancienttown3.jpg
Làng rau Trà Quế,"Thôn Trà Quế, Xã Cẩm Hà, Thành phố Hội An, Quảng Nam","Vị trí: Cách trung tâm phố cổ Hội An khoảng 2km về phía Đông Bắc, nằm giữa con sông Đế Võng và đầm rong Trà Quế , Làng rau Trà Quế thuộc thôn Trà Quế, xã Cẩm Hà, thành phố Hội An.
	Đặc điểm: Rau Trà Quế nổi tiếng từ rất lâu với nhiều sản phẩm rau được trồng trên đất đai màu mỡ, bón bằng loại rong lấy từ sông nên có hương vị đặc trưng riêng.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/TraQueVegetableVillage6.jpg
Tháp Chiên Đàn,"Bên cạnh quốc lộ 1, thuộc xã Tam An, cách thành phố Tam Kỳ 5km về phía bắc, tỉnh Quảng Nam.","Ðặc điểm: Đó là cụm ba tháp Chàm đứng song song với nhau theo trục bắc - nam, hướng mặt về phía đông.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48Thapchiendan02JPG.jpg
Chùa Phước Lâm,"Phường Cẩm Hà, thành phố Hội An, tỉnh Quảng Nam.",Đặc điểm: Chùa do sư tổ Minh Lượng (một trong hai vị sư tổ đến Hội An đầu tiên) khởi dựng vào cuối thế kỷ 17 để thờ Phật,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/PhuocLamPagoda.jpg
Sông Thu Bồn,Sông Thu Bồn bắt nguồn từ vô số những con suối nhỏ róc rách chảy xuống từ ngọn núi Ngọc Linh ở chỗ giáp giới hai tỉnh Quảng Nam – Kon Tum (thuộc huyện Duy Xuyên).,"Đặc điểm: Sông Thu Bồn như một dòng mạch tràn đầy sinh lực của mảnh đất Quảng Nam - Đà Nẵng, len lỏi qua những vùng núi non hiểm trở mạn tây Quảng Nam rồi đổ xuống các cánh đồng phì nhiêu.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/ThuBonRiver.jpg
Hòn Kẽm Đá Dừng,"Hòn Kẽm Đá Dừng, trước đây thuộc về hai xã Quế Phước và Quế Lâm, huyện Quế Sơn tỉnh Quảng Nam; nay là ranh giới huyện Quế Sơn và Hiệp Đức.",Đặc điểm: Đây là một trong những thắng cảnh thiên nhiên khá lý tưởng của tỉnh Quảng Nam.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48Honkemdadung02.jpg
Cẩm Nam - Khu du lịch miệt vườn,"Phía nam thành phố Hội An, tỉnh Quảng Nam.","Đặc điểm: Cẩm Nam nổi tiếng khắp vùng bởi món bắp luộc (ngô luộc) thơm ngọt và dẻo như nếp nương. Cẩm Nam còn nổi tiếng với nghề cào hến cùng cách chế biến món hến. Chẳng thế mà bà con địa phương còn gọi địa danh này bằng một cái tên dân dã, dễ thương “Cồn Hến”",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Camnam01.jpg
Hồ Phú Ninh,"Hồ Phú Ninh nằm cách thành phố Tam Kỳ 7km về phía nam, thuộc địa phận huyện Núi Thành và huyện Phú Ninh.","Ðặc điểm: Hồ Phú Ninh là công trình thủy lợi quy mô lớn, với diện tích mặt nước 3.433ha và 23.000ha rừng phòng hộ, cùng 30 đảo nhỏ và bán đảo xinh đẹp.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48HoPhuNinh01JPG.jpg
Chùa Ông,"24 đường Trần Phú, Thành phố Hội An, Quảng Nam","Vị trí: Số 24 đường Trần Phú, thành phố Hội An, tỉnh Quảng Nam.
	Đặc điểm: Chùa Ông thờ Quan Vân Trường, một biểu tượng về trung - tín - tiết - nghĩa, nên còn có tên gọi là Quan Công Miếu.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48Chuaong01.jpg
Du lịch sinh thái Thuận Tình,Thuận Tình (Tp.,Ðặc điểm: Thuận Tình là một ốc đảo có những ngôi nhà nghỉ bằng gỗ ẩn giữa rừng dừa nước bạt ngàn hướng ra sông đón làn gió mát lạnh.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48KDLthuantinh01.jpg
Bãi biển Tam Thanh,"Biển Tam Thanh cách thành phố Tam Kỳ 7km về phía đông, tỉnh Quảng Nam.","Đặc điểm: Bãi biển Tam Thanh luôn đầy ắp nắng và sóng biển, là địa chỉ hấp dẫn cho du khách trong những kỳ nghỉ hè.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/48Bientamthanh01.jpg
Cột cờ Lũng Cú,"Đặc điểm: là địa danh mang ý nghĩa lịch sử thiêng liêng, đánh dấu chủ quyền lãnh thổ Việt Nam.","Đặc điểm: là địa danh mang ý nghĩa lịch sử thiêng liêng, đánh dấu chủ quyền lãnh thổ Việt Nam.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/Hagiang/CotcoLungCu/LungCuFlagTower1.jpg
Hang Phương Thiện,"Hang Phương Thiện thuộc huyện Vị Xuyên, tỉnh Hà Giang, cách thị xã Hà Giang 7km xuôi về phía nam.","Đặc điểm: Là nơi có nhiều phong cảnh đẹp, nhiều hang động tự nhiên rất hấp dẫn.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/22Hangphuongthien01.jpg
Dinh thự họ Vương,"Đặc điểm: là công trình kiến trúc đẹp, hiếm có và độc đáo của vùng cao nguyên đá Đồng Văn.","Đặc điểm: là công trình kiến trúc đẹp, hiếm có và độc đáo của vùng cao nguyên đá Đồng Văn.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/Hagiang/DinhhoVuong/TheVuongFamilysVilla4.jpg
Công viên địa chất Cao nguyên đá Đồng Văn,"Nằm trên địa bàn 4 huyện của tỉnh Hà Giang, bao gồm: Quản Bạ, Yên Minh, Mèo Vạc, Đồng Văn.",Đặc điểm: Cao nguyên đá Đồng Văn là công viên địa chất đầu tiên của Việt Nam được tổ chức GGN công nhận là thành viên của Mạng lưới Công viên địa chất Toàn cầu.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/DongVanKarstPlateauGeopark1.jpg
Công viên Đồng Xanh,"Công viên Đồng Xanh - một không gian văn hóa của vùng Bắc Tây Nguyên, thuộc địa phận xã An Phú, Tp.Pleiku, tỉnh Gia Lai.","Đặc điểm: Đây là nơi nghỉ ngơi, an dưỡng và khám phá bản sắc văn hóa Tây Nguyên.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/GiaLai/CongvienDongXanh/KDLDongXanhthien.jpg
Thác Xung Khoeng,"Thác Xung Khoeng thuộc địa phận xã Ia Me, huyện Chư Prông, tỉnh Gia Lai.Đặc điểm: Thác Xung Khoeng là nơi nghỉ ngơi thú vị, ở đây du khách vừa được ngắm vẻ hùng tráng của thiên nhiên, vừa hít thở không khí trong lành khiến cho tâm hồn thư thái, tĩnh lặng.","Vị trí: Thác Xung Khoeng thuộc địa phận xã Ia Me, huyện Chư Prông, tỉnh Gia Lai.Đặc điểm: Thác Xung Khoeng là nơi nghỉ ngơi thú vị, ở đây du khách vừa được ngắm vẻ hùng tráng của thiên nhiên, vừa hít thở không khí trong lành khiến cho tâm hồn thư thái, tĩnh lặng.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/GiaLai/ThacXungKhoeng/ThacXungKhoeng01thienSuuTam.jpg
Vườn Quốc gia Kon Ka Kinh,"Vườn Quốc gia Kon Ka Kinh (diện tích 41.780ha) nằm về phía đông bắc tỉnh Gia Lai, cách thành phố Pleiku khoảng 50km, có phía bắc giáp với tỉnh Kon Tum và xã Đăk Roong huyện KBang (Gia Lai); phía nam giáp xã Hà Ra, xã AYun và xã Đăk Jơ Ta, huyện Mang Yang; phía đông giáp xã Đăk Roong, xã K Rong và xã Lơ Ku, huyện KBang và phía tây giáp xã Hà Đông huyện Đak Đoa (Gia Lai).","Đặc điểm: Là điểm du lịch sinh thái lý tưởng, rất thích hợp với các du khách tới đây nghỉ ngơi, an dưỡng và nghiên cứu khoa học.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/GiaLai/VQGKonkaKinh/KonKaKinh01thienSuuTam.jpg
Chùa Bửu Nghiêm,"Đường Lý Thái Tổ, Thành phố Pleiku, Gia Lai","Vị trí:  Đường Lý Thái Tổ, Thành phố Pleiku, Tỉnh Gia Lai.

	Đặc điểm:  Nơi thờ Phật và cũng là Văn phòng ban trị sự Phật giáo của tỉnh Gia Lai.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/GiaLai/ChuaBuuNghiem/ChuaBuuNghiem03thienJPG.jpg
Thủy điện Yaly,"Công trình thủy điện Yaly nằm trên sông Sê San, thuộc địa phận huyện Chư Păh, tỉnh Gia Lai.",Đặc điểm: Đây là công trình trọng điểm quốc gia lớn thứ 3 sau thủy điện Hòa Bình và thủy điện Sơn La.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/21Thuydienyaly02.jpg
Khu di tích cụ Phó bảng Nguyễn Sinh Sắc,"123/1 Phạm Hữu Lầu, Phường 4, Thành phố Cao Lãnh, Đồng Tháp","Vị trí: Khu di tích cụ Phó bảng Nguyễn Sinh Sắc tọa lạc ở số 123/1 Phạm Hữu Lầu, phường 4, thành phố Cao Lãnh, tỉnh Đồng Tháp.
	Đặc điểm: Ðây là công trình ghi ơn cụ Phó bảng Nguyễn Sinh Sắc, nhà nho yêu nước và là thân phụ Chủ tịch Hồ Chí Minh.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/DongThap/KDTNguyenSinhSac/KDTNguyensinhsac01.jpg
Xẻo Quýt - khu di tích lịch sử - sinh thái rừng tràm,"Xẻo Quýt thuộc 2 xã Mỹ Hiệp và Mỹ Long, huyện Cao Lãnh, tỉnh Đồng Tháp.Đặc điểm: Xẻo Quýt - một căn cứ giữa lòng dân được bảo tồn nguyên trạng: nhà hầm, công sự, hầm bí mật...","Vị trí: Xẻo Quýt thuộc 2 xã Mỹ Hiệp và Mỹ Long, huyện Cao Lãnh, tỉnh Đồng Tháp.Đặc điểm: Xẻo Quýt - một căn cứ giữa lòng dân được bảo tồn nguyên trạng: nhà hầm, công sự, hầm bí mật... giúp cho du khách biết được khung cảnh của cuộc sống khắc nghiệt thời chống Mỹ.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/DongThap/DitichXeoQuyt/20XeoQuyt02.jpg
Mộ cổ Hàng Gòn,"Mộ cổ Hàng Gòn nằm ở độ cao 250m về phía tây tỉnh lộ 2 (Long Khánh đi Bà Rịa), cách thành phố Biên Hoà 80km, thuộc xã Hàng Gòn, thị xã Long Khánh, tỉnh Đồng Nai.","Đặc điểm: Mộ cổ Hàng Gòn là di tích văn hoá đã được xếp hạng, tiêu biểu cho nền văn hoá cổ đại xuất hiện cách đây khoảng hơn 2.500 năm và có quy mô nhất tại Việt Nam còn được bảo tồn đến ngày nay.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/MocoHG02JPG.jpg
Chùa Bửu Phong,"Chùa Bửu Phong nằm trên ngọn núi Bửu Long, thuộc phường Bửu Long, Tp.","Đặc điểm: Chùa Bửu Phong là ngôi cổ tự rêu phong cổ kính, có những pho tượng với những nét điêu khắc đặc biệt Á Ðông.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/19Chuabuuphong01.jpg
Khu du lịch Bửu Long - hồ Long Ẩn,N/A,"Cách trung tâm thành phố Biên Hoà 6km, khu du lịch Bửu Long được xây dựng quanh một hồ nước nhân tạo do khai thác đá. Đó là hồ Long Ẩn, hồ rộng hàng chục héc ta.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/KDLbuulong02JPG.jpg
Vườn quốc gia Cát Tiên,"Cát Tiên là tên gọi một vùng đất nằm gọn trong đoạn uốn khúc của sông Ðồng Nai, thuộc địa phận của ba tỉnh Ðồng Nai, Bình Phước và Lâm Ðồng.","Đặc điểm: Tục truyền, nơi đây có nàng tiên thường xuống hạ giới để vui đùa và tận hưởng dòng nước trong mát, nên được gọi là ""Nam Cát Tiên"". Ðây là công trình khảo cổ có giá trị văn hoá, lịch sử và tín ngưỡng lớn để có thể xác định được sự tồn tại, nguồn gốc của một vương quốc đã bị lãng quên hơn 1.300 năm.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/19VQGNCtien01JPG.jpg
Chùa Ngọa Vân,"Thôn Tây Sơn, Xã Bình Khê, Thị xã Đông Triều, Quảng Ninh","Vị trí: nằm trên đỉnh Ngọa Vân của núi Bảo Đài, thôn Tây Sơn, xã Bình Khê, huyện Đông Triều, tỉnh Quảng Ninh.
	Đặc điểm: là nơi tu hành và nhập cõi Niết bàn của Phật hoàng Trần Nhân Tông thế kỷ 13..",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangNinh/chuaNgoaVan/Chuangoavan09.jpg
Bảo tàng chiến thắng Điện Biên Phủ,"Phố 1, Phường Mường Thanh, Thành phố Điện Biên Phủ, Điện Biên","Vị trí: Phố 1, P. Mường Thanh, TP. Điện Biên Phủ, tỉnh Điện Biên.

	Đặc điểm: Bảo tàng Điện Biên Phủ được xây dựng vào năm 1984 nhân dịp kỷ niệm 30 năm chiến thắng lịch sử Điện Biên Phủ.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/DienBien/BTCTdienbien/18BTdienbien02JPG.jpg
Đồi A1,"Đồi A1 nằm ở phường Mường Thanh, thành phố Điện Biên Phủ, tỉnh Điện Biên.",Đặc điểm: Đồi A1 là cứ điểm quan trọng bậc nhất trong tập đoàn cứ điểm của thực dân Pháp ở Điện Biên Phủ.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/18Dienbien1.jpg
Khu căn cứ quân sự Khe Sanh,"Khe Sanh nằm trên quốc lộ số 9 thuộc huyện Hướng Hoá, tỉnh Quảng Trị, cách thị xã Đông Hà 63km về phía tây.","Đặc điểm:Năm 1965 - 1966, Quân đội Mỹ và Quân lực Việt Nam Cộng Hòa đã xây dựng Khe Sanh thành cứ điểm lớn nhất trong tuyến phòng thủ đường 9, một tuyến phòng thủ được coi là “bất khả xâm phạm”.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangTri/KhucancuKheSanh/KheSanhCombatBase-11JPG.jpg
Thành cổ Quảng Trị,"thuộc Phường 2, thị xã Quảng Trị, tỉnh Quảng Trị, cách quốc lộ 1A 2km về phía đông.","Đặc điểm: Thành cổ Quảng Trị vừa là thành luỹ quân sự, vừa là trụ sở hành chính của nhà Nguyễn trên đất Quảng Trị từ năm 1809 đến năm 1945.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/QuangTriCitadel-1.jpg
Cụm di tích lịch sử Đôi bờ cầu Hiền Lương - Bến Hải,"thuộc 3 xã Vĩnh Thành, Vĩnh Giang, Vĩnh Sơn, thị trấn Cửa Tùng, huyện Vĩnh Linh và xã Trung Hải, huyện Gio Linh, tỉnh Quảng Trị.",Đặc điểm: là biểu tượng về sự rạng ngời chủ nghĩa anh hùng cách mạng trong cuộc đấu tranh vì khát vọng thống nhất đất nước.,https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangTri/Cauhienluong/HienLuongBridge-8JPG.jpg
Thắng cảnh Đakrông,"Huyện Đakrông, tỉnh Quảng Trị.","Đặc điểm: Là tên gọi chung cho một khu vực có khung cảnh thiên nhiên hùng vĩ, trữ tình của vùng núi phía tây Quảng Trị.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Dakrong-Beauty-Spot.jpg
Nghĩa trang liệt sĩ Trường Sơn,"Nghĩa trang được xây dựng tại đồi Bến Tắt, thuộc địa phận xã Vĩnh Trường, huyện Gio Linh, tỉnh Quảng Trị, cách thị xã Đông Hà khoảng 38km về phía tây bắc.","Đặc điểm:Đây là nghĩa trang liệt sĩ quốc gia lớn nhất, quy tập phần mộ các thanh niên xung phong, bộ đội, dân công hỏa tuyến..., những người đã xây dựng và chiến đấu bảo vệ đường mòn Hồ Chí Minh huyền thoại trong suốt thời kỳ kháng chiến chống Mỹ cứu nước.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/TruongSonNationalCemetery-3.jpg
Địa đạo Vịnh Mốc,"Địa đạo Vịnh Mốc thuộc huyện Vĩnh Linh, tỉnh Quảng Trị, cách quốc lộ 1A 13km về phía đông, cách Cửa Tùng 6km về phía bắc.",Đặc điểm: Địa đạo dài gần 2km gồm 3 tầng sâu dưới mặt đất. Nơi đây từng là pháo đài thép của miền Bắc XHCN trong suốt 7 năm liền chống chiến tranh phá hoại của đế quốc Mỹ.,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangTri/VinhMoc/VinhMocTunnels-11.jpg
Thác Gia Long,"Thác Gia Long là thác thượng nguồn nằm trong hệ thống ba thác: Gia Long - Dray Nur - Dray Sáp của sông Sêrêpôk, tỉnh Đắk Nông.","Đặc điểm: Đêm ở thác Gia Long, du khách sẽ nghe thấy tiếng chim gọi bạn da diết, tiếng hoẵng rừng hú lên trong đêm.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/DakNong/ThacGiaLong/GiaLong01thienSuuTamJPG.jpg
